FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,6/4/2017,72.17
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,6/5/2017,838.08
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GETTY IMAGES,COMMERCIAL ART GRAPHICS PHOTOGRAPHY,6/5/2017,99
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *BARRY,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,6/5/2017,400
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7137704877000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/5/2017,327.92
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,ESSENTIAL EDUC CORP,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/5/2017,157.6
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,ESSENTIAL EDUC CORP,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/5/2017,1800
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/5/2017,750
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,6/5/2017,189.58
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560190296545,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/6/2017,5.8
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9561392540558,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/6/2017,8.75
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560490400505,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/7/2017,56.66
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560490812516,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/7/2017,26.32
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560490832521,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/7/2017,26.32
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560491860534,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/7/2017,26.32
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ASCA,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/8/2017,159
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ACADEMY SCIENCES,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,6/8/2017,145.32
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ACADEMY SCIENCES,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,6/8/2017,3846.15
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *123SPANISHT,SCHOOLS ELEMENTARY AND SECONDARY,6/8/2017,100
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,REDNER'S WHAREHUSE,GROCERY STORES SUPERMARKETS,6/8/2017,13.84
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,WAL-MART #1736,GROCERY STORES SUPERMARKETS,6/8/2017,15.64
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,6/9/2017,1013.85
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COMMISSION ON LEGAL ED,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,6/9/2017,50
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FIVE GUYS --DC # 0,FAST FOOD RESTAURANTS,6/9/2017,13.17
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OASIS CHINA VISA SERVICE,ATTORNEYS LEGAL SERVICES,6/9/2017,751
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLES 00103010,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,6/9/2017,257.04
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ADVANTECH INCORPORATED,DETECTVE-PROTECTVE AGNCY SECURITY SRVS ARMOR CARS,6/9/2017,3050
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,BRENNAN'S OFFICE INTER,OFFICE AND COMMERCIAL FURNITURE,6/9/2017,1144
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,DOLLAR-GENERAL #0384,VARIETY STORES,6/9/2017,32.2
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,DOVER LIBRARY,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/9/2017,50
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SIMARON,EATING PLACES RESTAURANTS,6/9/2017,96.8
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,MHE*MCGRAW-HILL ECOMM,BOOKS PERIODICALS AND NEWSPAPERS,6/9/2017,32.36
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,MHE*MCGRAW-HILL ECOMM,BOOKS PERIODICALS AND NEWSPAPERS,6/9/2017,439.5
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EB THE 2015 POLICY AN,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,6/10/2017,75
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,6/10/2017,4528.65
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT MARQUIS WASH DC,LODGING,6/10/2017,106.2
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9562499947541,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/10/2017,11.03
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X956NT99111357,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/10/2017,7.37
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMZ*WEBSTAURANTSTORE C,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,6/10/2017,33.36
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMZ*WEBSTAURANTSTORE C,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,6/10/2017,464.98
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,DMI* DELL BUS ONLINE,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,6/10/2017,165.98
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,17.99
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,17.99
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,17.99
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,182.51
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,182.51
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIH*GLOBALINDUSTRIALEQ,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/10/2017,182.51
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BEST BUY MHT 00008425,ELECTRONIC SALES,6/11/2017,859.98
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BRAINTREECHARGE COM,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/11/2017,156.92
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BRAINTREECHARGE COM,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/11/2017,78.47
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BRAINTREECHARGE COM,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/11/2017,78.47
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COURTYARD BY MARRIOTT WAS,LODGING,6/11/2017,82.6
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,6/11/2017,1449.78
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,6/11/2017,280.07
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS7137990668000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/11/2017,180.49
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS7138030506000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/11/2017,180.49
2017,12,DEPT OF EDUCATION,ADVISORY COUNCIL,VZWRLSS*APOCC VISB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,6/12/2017,27.23
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BUILD INITIATIVE,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,6/12/2017,400
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SCHOLASTIC INC. KEY 6,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/12/2017,117.03
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SCHOLASTIC INC. KEY 6,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/12/2017,835.9
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SHRM*MEMBER600379794,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/12/2017,175
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS 09099009335434117,POSTAL SERVICES-GOVERNMENT ONLY,6/12/2017,6.96
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/15/2017,1013.55
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/15/2017,29.37
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,6/15/2017,189.95
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/16/2017,244.65
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELAWARE INDUSTRIES FOR T,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,6/16/2017,13.53
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LANGUAGE TESTING INTER,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,6/16/2017,552
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7138233620000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/16/2017,606.94
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7138233620000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/16/2017,21.42
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/16/2017,263.56
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AIRPORT SHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,6/16/2017,1.06
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AIRPORT SHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,6/16/2017,1.24
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AIRPORT SHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,6/16/2017,24.87
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AIRPORT SHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,6/16/2017,7.83
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,6/16/2017,43.98
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EB THE 2015 POLICY AN,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,6/17/2017,75
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SURVEYMONKEY.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,6/17/2017,26
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/18/2017,1299
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/18/2017,2.03
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/18/2017,69.9
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CRESTLINE SPECIALTIES,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/18/2017,305.5
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NOODLES AND CO 479,EATING PLACES RESTAURANTS,6/18/2017,248.76
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PERKINS GARAGE PAYONFO,AUTOMOBILE PARKING LOTS AND GARAGES,6/18/2017,6
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7138377979000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/18/2017,656.95
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,6/18/2017,6.74
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/18/2017,187.18
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,READING HORIZONS,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,6/18/2017,140.81
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,READING HORIZONS,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,6/18/2017,1656.61
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0130581575002001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/18/2017,-123
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560198587645,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,63.62
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560295267459,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,38.28
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560295526866,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,42.28
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560297311432,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,36.26
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560297822827,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,10.65
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560494992566,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/19/2017,26.32
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,6/20/2017,115
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAJA FRESH SBARRO,EATING PLACES RESTAURANTS,6/21/2017,10.79
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CANTINA LAREDO - PHILLY,EATING PLACES RESTAURANTS,6/21/2017,7
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUPERSHUTTLE EXECUCARLAX,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,6/21/2017,23
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TRAVEL TRADERS 0776,GIFT CARD NOVELTY AND SOUVENIR SHOPS,6/21/2017,11.46
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*ADJ00157857562551,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/21/2017,5.73
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAJUN MARKET,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/22/2017,0.33
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAJUN MARKET,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/22/2017,0.38
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAJUN MARKET,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/22/2017,2.41
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAJUN MARKET,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/22/2017,7.65
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOTOCITRIX.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,6/23/2017,39.2
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ON TIME SUPPLIES,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,6/23/2017,516
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TITLEI.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/23/2017,825
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,6/23/2017,6.96
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,0.08
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,0.09
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,0.27
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,0.32
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,0.6
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,1.89
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,2.01
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/23/2017,6.37
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CVS/PHARMACY #02866,DRUG STORES PHARMACIES,6/23/2017,0.25
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CVS/PHARMACY #02866,DRUG STORES PHARMACIES,6/23/2017,1.16
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CVS/PHARMACY #02866,DRUG STORES PHARMACIES,6/23/2017,1.26
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CVS/PHARMACY #02866,DRUG STORES PHARMACIES,6/23/2017,4.82
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAISON,EATING PLACES RESTAURANTS,6/23/2017,0.45
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAISON,EATING PLACES RESTAURANTS,6/23/2017,0.53
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAISON,EATING PLACES RESTAURANTS,6/23/2017,10.66
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAISON,EATING PLACES RESTAURANTS,6/23/2017,3.36
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SCIENCECOMP,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,6/23/2017,153.65
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SCIENCECOMP,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,6/23/2017,23.63
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,USPS POSTAL ST66100207,POSTAL SERVICES-GOVERNMENT ONLY,6/23/2017,50.3
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/24/2017,1448.1
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7138619250000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/24/2017,101.8
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7138619250000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/24/2017,129.96
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UCD SCHOOL OF EDU-TN,COLLEGES UNIV PRO SCHOOLS JUNIOR COLLEGES,6/24/2017,2880
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/24/2017,0.21
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/24/2017,0.25
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/24/2017,1.54
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAFE DU MONDE - RIVERWALK,EATING PLACES RESTAURANTS,6/24/2017,4.9
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MOTHER'S RESTAURANT,EATING PLACES RESTAURANTS,6/24/2017,0.69
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MOTHER'S RESTAURANT,EATING PLACES RESTAURANTS,6/24/2017,0.81
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MOTHER'S RESTAURANT,EATING PLACES RESTAURANTS,6/24/2017,16.17
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MOTHER'S RESTAURANT,EATING PLACES RESTAURANTS,6/24/2017,5.1
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STARBUCKS #00761 PHILADEL,FAST FOOD RESTAURANTS,6/24/2017,0.13
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STARBUCKS #00761 PHILADEL,FAST FOOD RESTAURANTS,6/24/2017,0.63
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STARBUCKS #00761 PHILADEL,FAST FOOD RESTAURANTS,6/24/2017,0.68
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STARBUCKS #00761 PHILADEL,FAST FOOD RESTAURANTS,6/24/2017,2.61
2017,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,OFFICE DEPOT #5910,DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH,6/24/2017,539.9
2018,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS,LODGING,6/29/2017,1350
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,200.41
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,568.49
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,768.9
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,768.9
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,768.9
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,803.85
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/25/2017,908.7
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOOSEY GANDER II,EATING PLACES RESTAURANTS,6/25/2017,7.97
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PERKINS GARAGE PAYONFO,AUTOMOBILE PARKING LOTS AND GARAGES,6/25/2017,6
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560792596591,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/25/2017,35.82
2017,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560794880609,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/25/2017,47.52
2017,12,DEPT OF EDUCATION,DRIVER TRAINING,MOSS - JENKINTOWN,HEALTH PRACTITIONERS MEDICAL SRVCS-NOT ELSEWHERE,6/25/2017,320
2017,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STARBUCKS #00761 PHILADEL,FAST FOOD RESTAURANTS,6/25/2017,12.15
2018,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS,LODGING,6/29/2017,205.91
2018,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,6/24/2017,77.31
2018,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAJA FRESH SBARRO,EATING PLACES RESTAURANTS,6/25/2017,11.33
