FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOUBLETREE HOTELS WASHING,LODGING,6/3/2016,-5.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NW ORLE F/B,EATING PLACES RESTAURANTS,6/26/2016,18.31
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NW ORLE F/B,EATING PLACES RESTAURANTS,6/26/2016,21.61
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NW ORLE F/B,EATING PLACES RESTAURANTS,6/26/2016,22.39
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NW ORLE F/B,EATING PLACES RESTAURANTS,6/26/2016,5.44
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/26/2016,17.17
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAPAS ON MAIN,EATING PLACES RESTAURANTS,6/26/2016,32.67
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAPAS ON MAIN,EATING PLACES RESTAURANTS,6/26/2016,32.89
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372363267867,AIRLINE,6/26/2016,25
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MTC INC,EATING PLACES RESTAURANTS,6/27/2016,12.33
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/27/2016,179
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,6/27/2016,179
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOS TAXI 1632,TRAVEL,6/27/2016,30.3
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BRENNAN'S OFFICE INTER,OFFICE AND COMMERCIAL FURNITURE,6/27/2016,240
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,C6 STARBUCKS B21631510,FAST FOOD RESTAURANTS,6/27/2016,10.21
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAFE BEIGNET I,EATING PLACES RESTAURANTS,6/27/2016,7.99
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GLOBE,EATING PLACES RESTAURANTS,6/27/2016,12
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HISTORIC HOTEL BETHLEH,LODGING,6/27/2016,35
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HISTORIC HOTEL BETHLEH,LODGING,6/27/2016,696.6
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HISTORIC HOTEL BETHLEH,LODGING,6/27/2016,698.7
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MAMA MELROSE'S RIST,EATING PLACES RESTAURANTS,6/27/2016,23.65
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PMI BWI AIRPORT PARKNG,AUTOMOBILE PARKING LOTS AND GARAGES,6/27/2016,36
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/27/2016,15.57
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120127157000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,6/27/2016,369.92
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUBWAY 00334268,FAST FOOD RESTAURANTS,6/27/2016,12.02
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372363399881,AIRLINE,6/27/2016,25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*MY VZ VB P,TELECOM INCL PREPAID-RECURRING PHONE SVCS,6/27/2016,1035.32
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHOLESALE JANITOR,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,6/27/2016,1999
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337J4 SAN RC F/B,LODGING,6/27/2016,10.28
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337J4 SAN RC F/B,LODGING,6/27/2016,20.85
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/27/2016,12.88
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,TOWER AMERICAS REST,EATING PLACES RESTAURANTS,6/27/2016,30.41
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AI 0010269330166,AIRLINE,6/28/2016,25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALIFORNIA PIZZA 049,EATING PLACES RESTAURANTS,6/28/2016,21.88
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #00238,FAST FOOD RESTAURANTS,6/28/2016,6.79
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COLUMBIA HARBOR HOU,FAST FOOD RESTAURANTS,6/28/2016,17.23
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,6/28/2016,145.28
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,6/28/2016,4.36
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,6/28/2016,466.86
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,6/28/2016,510.9
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,6/28/2016,9.95
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MAX LAGERS,EATING PLACES RESTAURANTS,6/28/2016,12.8
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/28/2016,21.1
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMERICAN AI 0010652996201,AIRLINE,6/28/2016,75
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ESPN SPORTS CLUB,EATING PLACES RESTAURANTS,6/28/2016,19.58
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337J4 SAN RC F/B,LODGING,6/28/2016,4.87
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GUAVA AND JAVA,FAST FOOD RESTAURANTS,6/28/2016,5.3
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DURANGOS STEAKHOUSE,EATING PLACES RESTAURANTS,6/29/2016,42
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL SEA FOODS #016,EATING PLACES RESTAURANTS,6/29/2016,32.76
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL SEA FOODS #016,EATING PLACES RESTAURANTS,6/29/2016,34
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY F AND B,LODGING,6/29/2016,7.43
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RAGLAN ROAD,EATING PLACES RESTAURANTS,6/29/2016,39.02
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RPS SALISBURY,AUTOMOBILE PARKING LOTS AND GARAGES,6/29/2016,80
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/29/2016,10.29
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*000021X956,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/29/2016,6.08
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*000021X956,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,6/29/2016,7.75
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMERICAN AI 0010269385701,AIRLINE,6/29/2016,25
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,BURRITO BEACH #7,EATING PLACES RESTAURANTS,6/29/2016,7.94
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CVS PHARMACY #3210 Q03,DRUG STORES PHARMACIES,6/29/2016,3.34
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,LUXOR BACKSTAGE DELI,EATING PLACES RESTAURANTS,6/29/2016,16.2
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,LUXOR HOTEL/CASINO,LODGING,6/29/2016,165.76
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337J4 SAN RC F/B,LODGING,6/29/2016,4.87
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,WESTIN SWAN DINING,EATING PLACES RESTAURANTS,6/29/2016,7.99
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,WESTIN SWAN DINING,EATING PLACES RESTAURANTS,6/29/2016,8.52
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CAPITAL GRILLE00080366,EATING PLACES RESTAURANTS,6/29/2016,78.15
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE F AND B,EATING PLACES RESTAURANTS,6/29/2016,19.54
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE F AND B,EATING PLACES RESTAURANTS,6/29/2016,7.28
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CEA,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/30/2016,325
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,2GRGA WRLD CGR12924304,FAST FOOD RESTAURANTS,6/30/2016,11.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ARAMARK TURNER FIELD,FAST FOOD RESTAURANTS,6/30/2016,24.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DUNKIN #300417 Q35,FAST FOOD RESTAURANTS,6/30/2016,7.71
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOGO DE CHAO BOSTON,EATING PLACES RESTAURANTS,6/30/2016,50
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRESH ATTRACTI10154607,FAST FOOD RESTAURANTS,6/30/2016,12.85
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY F AND B,LODGING,6/30/2016,6.9
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MRQ FB,LODGING,6/30/2016,6.48
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASP - PO BOX,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/30/2016,199
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/30/2016,21.07
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/30/2016,6.97
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOUTHWES 5262427465337,AIRLINE,6/30/2016,418
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN SWAN,LODGING,6/30/2016,1006.9
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN SWAN,LODGING,6/30/2016,7.99
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AUNTIE ANNE'S,FAST FOOD RESTAURANTS,6/30/2016,8.1
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CONVENTION CENTER STORE,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6/30/2016,9.87
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,COSMOPOLITAN HOLSTEIN'S,EATING PLACES RESTAURANTS,6/30/2016,22.63
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PHILLY AIR AUBONPAIN 2,FAST FOOD RESTAURANTS,6/30/2016,10.97
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ROSIE'S ALL-AMERICA,FAST FOOD RESTAURANTS,6/30/2016,12.34
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/30/2016,16.79
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SHERATON DOLPHIN DINING,EATING PLACES RESTAURANTS,6/30/2016,8.7
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USAIRWAYS 0372363730756,AIRLINE,6/30/2016,25
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,YELLOW CAB OF SAN ANTO,TRAVEL,6/30/2016,28.36
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CEA,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,6/30/2016,325
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE F AND B,EATING PLACES RESTAURANTS,6/30/2016,11
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE F AND B,EATING PLACES RESTAURANTS,6/30/2016,4.13
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RANDOLPH TAVERN,EATING PLACES RESTAURANTS,6/30/2016,45.68
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337J4 S ANTON RC,LODGING,7/1/2016,1218.9
2017,1,DEPT OF EDUCATION,ADVISORY COUNCIL,OFFICEMAX CT*IN#854733,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,7/1/2016,68.56
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS GENERAL MERCHANDISE,7/1/2016,250
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS GENERAL MERCHANDISE,7/1/2016,482
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MRQ FB,LODGING,7/1/2016,29
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT RIVERBEND GRILL,LODGING,7/1/2016,21.76
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TRAVEL TRADERS 0204,GIFT CARD NOVELTY AND SOUVENIR SHOPS,7/1/2016,8.44
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372363962891,AIRLINE,7/1/2016,25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,7/1/2016,148.36
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,COSMOPOLITAN BUFFET WSB,EATING PLACES RESTAURANTS,7/1/2016,41.08
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PARADISO 37,EATING PLACES RESTAURANTS,7/1/2016,28.14
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GIBSONS ROSEMONT,EATING PLACES RESTAURANTS,7/1/2016,59.72
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE F AND B,EATING PLACES RESTAURANTS,7/1/2016,20.33
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/2/2016,420.42
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/2/2016,420.42
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS CAPITAL,LODGING,7/2/2016,182.06
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS CAPITAL,LODGING,7/2/2016,47.2
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY F AND B,LODGING,7/2/2016,6.9
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MARQUI,LODGING,7/2/2016,219.24
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MARQUI,LODGING,7/2/2016,876.96
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MRQ FB,LODGING,7/2/2016,22
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PA ASSN FOR COLLEGE ADMIS,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,7/2/2016,45
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *PEACH FEST,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,7/2/2016,125
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,FOOD COURT,GIFT CARD NOVELTY AND SOUVENIR SHOPS,7/2/2016,13.46
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,FRONTIER AI 4222606139383,AIRLINE,7/2/2016,20
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MB CITIZENS,EATING PLACES RESTAURANTS,7/2/2016,14.06
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ROMANO S GRILL10158400,EATING PLACES RESTAURANTS,7/2/2016,21.1
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,WESTIN SWAN,LODGING,7/2/2016,999.04
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE,LODGING,7/2/2016,-28.03
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE,LODGING,7/2/2016,363.64
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,OHARE BAR AND GR20258539,EATING PLACES RESTAURANTS,7/2/2016,19.56
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,7/2/2016,55
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOS TAXI 0270,TRAVEL,7/3/2016,27.05
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOLRTREE 1563 00015636,VARIETY STORES,7/3/2016,219
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRANARY TAVERN,EATING PLACES RESTAURANTS,7/3/2016,21.99
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33790 ATL MARQUI,LODGING,7/3/2016,438.48
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT CHAMPIONS,LODGING,7/3/2016,23.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PMI BWI AIRPORT PARKNG,AUTOMOBILE PARKING LOTS AND GARAGES,7/3/2016,54
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PMI BWI AIRPORT PARKNG,AUTOMOBILE PARKING LOTS AND GARAGES,7/3/2016,55
2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HYATT HOTELS O'HARE,LODGING,7/3/2016,168.37
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1850653015005,TRAVEL,7/4/2016,185
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1850653015013,TRAVEL,7/4/2016,-21
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1850710066314,TRAVEL,7/4/2016,83
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1850726055780,TRAVEL,7/4/2016,15
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FAMILY DOLLAR #1766,VARIETY STORES,7/4/2016,5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY PL,LODGING,7/4/2016,1229.16
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY PL,LODGING,7/4/2016,1229.16
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 33787 COPLEY PL,LODGING,7/4/2016,24
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,LAS VEGAS SUPERSHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,7/5/2016,-11.8
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,LAS VEGAS SUPERSHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,7/5/2016,14.8
2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USAIRWAYS 0372364394873,AIRLINE,7/5/2016,25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/6/2016,11.91
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/6/2016,2.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/6/2016,5.03
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOS TAXI 0824,TRAVEL,7/7/2016,45.9
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAFFE GELATO,EATING PLACES RESTAURANTS,7/7/2016,200
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAMBRIDGE 1,EATING PLACES RESTAURANTS,7/7/2016,30.5
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02193,FAST FOOD RESTAURANTS,7/7/2016,13.76
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/7/2016,8.25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LE'S RESTAURANT,EATING PLACES RESTAURANTS,7/7/2016,14.29
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LIAISON HOTEL Q96,AUTOMOBILE PARKING LOTS AND GARAGES,7/7/2016,14
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARIA MIA MEXICAN BISTRO,EATING PLACES RESTAURANTS,7/7/2016,15.01
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ROYAL FARMS #163,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,7/7/2016,7.02
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TANJORE,EATING PLACES RESTAURANTS,7/7/2016,30.59
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE LIAISON CAPITOL HILL,LODGING,7/7/2016,-9.99
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE LIAISON CAPITOL HILL,LODGING,7/7/2016,14.99
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE LIAISON CAPITOL HILL,LODGING,7/7/2016,192.05
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,7/7/2016,19.47
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VILLA PIZZA B - PHILLY,FAST FOOD RESTAURANTS,7/7/2016,7.11
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WEST WING CAFE III,FAST FOOD RESTAURANTS,7/7/2016,11.3
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WEST WING CAFE III,FAST FOOD RESTAURANTS,7/7/2016,9.88
2017,1,DEPT OF EDUCATION,ADVISORY COUNCIL,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,7/8/2016,195.21
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/8/2016,-179
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/8/2016,-179
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BVS FOOD AND BEV,EATING PLACES RESTAURANTS,7/8/2016,12.78
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DD/BR 349240 Q35,FAST FOOD RESTAURANTS,7/8/2016,7.19
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOLRTREE 4195 00041954,VARIETY STORES,7/8/2016,81
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/8/2016,13.3
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PENSKE TRK LSG 044610,CAR RENTAL,7/8/2016,91
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120506640000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,7/8/2016,146.86
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372364766191,AIRLINE,7/8/2016,25
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,7/8/2016,12.98
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAGAMAMA INC.,EATING PLACES RESTAURANTS,7/8/2016,16.64
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAL-MART #1736,GROCERY STORES SUPERMARKETS,7/8/2016,174.87
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WWW.CSIET.ORG,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,7/8/2016,550
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS GENERAL MERCHANDISE,7/9/2016,241
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS GENERAL MERCHANDISE,7/9/2016,250
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CREATESPACE,MISCELLANEOUS PUBLISHING AND PRINTING,7/9/2016,29.99
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CREATESPACE,MISCELLANEOUS PUBLISHING AND PRINTING,7/9/2016,3.59
2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARD ROCK SAN ANTONIO R,EATING PLACES RESTAURANTS,7/9/2016,16.35
